time,original_signal,deconvolved_signal
1156,0.000166103,0.00016786439377460742
1157,0.000163722,0.00016614340954424736
1158,0.000161373,0.00016303605736629835
1159,0.000159056,0.0001614732004453951
1160,0.000156769,0.0001583332153487997
1161,0.000154512,0.00015692941360915334
1162,0.000152285,0.00015375059869559968
1163,0.000150088,0.00015250702824088573
1164,0.000147919,0.0001492859138831288
1165,0.00014578,0.00014820382589944835
1166,0.000143669,0.00014493540230576705
1167,0.000141585,0.00014401788292692195
1168,0.00013953,0.000140695353539968
1169,0.000137501,0.0001399451937719126
1170,0.0001355,0.0001365633006952673
1171,0.000133525,0.0001359839660732784
1172,0.000131576,0.00013253587594279758
1173,0.000129653,0.00013213152410541322
1174,0.000127755,0.00012860869017989292
1175,0.000125883,0.00012838570992713966
1176,0.000124035,0.00012477890572548252
1177,0.000122212,0.00012474530600790486
1178,0.000120413,0.00012104243632590322
1179,0.000118638,0.00012120882135172907
1180,0.000116886,0.0001173955429871209
1181,0.000115157,0.00011777494716019041
1182,0.000113452,0.0001138323578241701
1183,0.000111769,0.00011444470349564049
1184,0.000110108,0.00011034899240485175
1185,0.000108469,0.00011121895774219109
1186,0.000106852,0.00010693583895620882
1187,0.000105257,0.00010810259342815699
1188,0.000103682,0.00010358385619262361
1189,0.000102129,0.00010510480662583179
1190,0.000100596,0.00010027381119001197
1191,9.91e-05,0.00010224754471695028
1192,9.76e-05,9.698935010995533e-05
1193,9.61e-05,9.956925138385486e-05
1194,9.47e-05,9.360318630888288e-05
1195,9.32e-05,9.720529367101942e-05
1196,9.18e-05,8.994359135347926e-05
1197,9.04e-05,9.54964739347967e-05
1198,8.9e-05,8.505239692575137e-05
1199,8.77e-05,9.763613549072641e-05
