A0,A#0,B0,C0,C#0,D0,D#0,E0,F0,F#0,G0,G#0,A1,A#1,B1,C1,C#1,D1,D#1,E1,F1,F#1,G1,G#1,A2,A#2,B2,C2,C#2,D2,D#2,E2,F2,F#2,G2,G#2,A3,A#3,B3,C3,C#3,D3,D#3,E3,F3,F#3,G3,G#3,A4,A#4,B4,C4,C#4,D4,D#4,E4,F4,F#4,G4,G#4,A5,A#5,B5,C5,C#5,D5,D#5,E5,F5,F#5,G5,G#5,A6,A#6,B6,C6,C#6,D6,D#6,E6,F6,F#6,G6,G#6,A7,A#7,B7
390.552,370.899,611.594,408.886,262.228,369.078,824.616,466.974,220.467,245.45,228.673,246.776,193.333,195.564,441.016,287.327,186.418,180.36,263.729,209.712,159.77,511.002,373.807,698.072,442.355,232.212,245.867,151.303,185.656,114.853,261.207,250.837,154.89,139.838,102.588,210.823,183.063,124.398,159.11,136.681,136.475,100.101,95.8572,97.6135,92.6881,93.6457,70.7709,86.46,82.8503,68.99,57.6254,66.5203,46.9729,57.3852,53.0217,52.0745,45.2112,40.1131,36.3645,34.6857,37.0786,33.059,34.5284,30.606,30.883,28.852,27.0618,26.869,24.2603,26.4777,26.0602,23.1097,22.9627,24.0917,22.0328,24.7872,24.9755,22.4962,23.2715,22.3641,21.9567,21.7911,22.0843,20.6992,21.3084,20.8828,
471.815,292.804,631.84,270.118,230.568,279.496,616.226,510.96,383.955,232.473,155.41,182.686,194.078,277.765,426.581,233.903,154.361,198.261,319.593,247.935,184.255,527.504,700.451,1214.41,516.2,243.703,303.085,215.101,279.024,106.028,266.52,170.606,212.525,178.636,161.514,272.782,153.012,114.149,124.446,123.683,135.741,120.713,114.713,73.681,91.9807,89.3539,77.7068,78.167,91.5875,79.3916,75.5596,68.3805,71.7723,54.9967,57.6028,48.4403,53.5048,48.8008,42.9983,46.3535,40.8662,40.0334,37.1711,34.7125,30.6563,34.173,28.4281,26.8929,27.6535,26.7938,23.7785,26.4578,25.1655,22.8717,24.2546,25.4305,25.5151,24.4343,23.601,23.0181,22.0706,22.4061,21.6705,22.2577,23.5711,21.1007,
215.137,330.192,1026.11,388.485,299.08,532.002,953.173,833.435,183.699,273.666,184.936,126.182,188.734,270.804,366.142,436.925,277.988,151.288,235.962,185.455,156.586,420.818,431.596,592.866,337.948,257.196,300.075,195.513,143.286,124.948,259.568,193.918,158.725,214.529,166.99,200.969,152.923,142.509,140.682,114.071,121.994,130.188,100.618,92.619,105.482,101.032,66.2509,79.0664,81.8218,65.6408,68.1073,61.8181,63.0586,43.9175,45.6282,49.7257,47.8434,36.2167,36.6228,38.282,35.4162,32.5515,28.1516,29.7403,29.3324,24.1022,26.5766,26.203,24.8298,24.796,23.3657,24.4848,23.5002,24.2327,24.6394,22.7474,24.1799,26.7941,23.8586,23.1142,22.0805,22.8536,22.3307,22.0942,22.2056,21.5418,
489.902,332.489,624.608,388.398,447.272,417.054,718.571,488.743,152.281,235.85,214.777,149.419,216.424,151.891,324.515,80.883,194.17,160.109,227.267,193.6,156.832,610.434,463.084,549.763,435.55,279.116,302.412,166.622,270.417,130.338,187.437,254.945,201.106,212.683,141.547,212.407,175.055,151.038,133.379,105.717,126.573,105.1,109.868,103.822,90.961,95.6952,83.7526,90.0987,74.7416,64.0408,66.9511,53.3141,57.0109,53.8166,49.4472,54.0529,47.1652,45.5803,42.9179,38.6225,39.1063,38.0771,32.2102,30.2331,24.7728,30.925,27.4939,24.7514,24.806,23.5899,23.4671,22.4587,21.1704,22.3241,22.2844,22.7181,22.9831,21.9966,22.4818,22.0563,22.734,20.6448,21.6949,20.7928,20.3306,20.0596,
308.628,269.103,853.04,432.547,463.176,584.877,1069.76,688.171,277.51,306.042,146.553,193.151,161.819,226.6,417.043,316.734,152.532,258.213,198.112,216.49,253.893,411.99,653.688,596.055,375.772,208.461,267.527,184.011,207.717,150.521,242.593,156.026,162.028,177.878,149.741,185.251,203.134,131.44,157.073,129.537,149.223,75.5785,99.8832,101.617,108.653,89.2274,83.4386,93.52,78.2474,75.6817,53.9416,68.3603,50.0241,59.483,47.0174,49.2815,48.1761,45.3385,36.1019,36.4819,39.4839,35.6563,39.0065,31.7798,34.2762,29.7451,31.0952,27.7756,26.2003,27.5427,29.3473,25.6801,26.0305,27.368,25.6354,28.0049,29.9424,28.725,27.0507,24.867,23.662,23.9247,23.5028,23.4999,22.1643,23.7824,
294.056,308.996,860.413,561.652,235.842,428.201,697.98,608.599,422.177,309.499,183.39,134.316,182.521,296.199,405.115,164.669,260.175,220.565,255.229,237.858,238.773,395.52,471.434,443.241,305.372,223.046,322.357,150.127,121.108,181.004,188.686,162.35,184.38,216.721,122.321,159.825,146.973,141.829,133.432,137.838,139.973,113.918,107.527,97.9163,91.6699,80.4941,72.2512,83.4495,73.7668,70.7059,62.27,51.4323,54.3694,40.774,51.6679,46.4256,42.5318,40.017,38.3742,32.9973,31.0735,31.3778,29.6532,28.675,28.0593,27.8382,26.6611,28.3187,28.9889,26.6025,25.5061,27.0227,26.0474,23.9009,27.6637,25.8577,28.9534,25.0839,24.815,24.0138,24.5292,22.8336,23.0949,24.3708,22.85,21.673,
405.508,442.558,687.706,277.19,238.341,473.335,402.366,759.592,315.48,265.75,191.335,173.187,256.554,192.032,410.397,201.444,175.763,203.182,198.887,191.423,182.498,349.792,597.099,447.54,272.656,167.084,227.7,161.836,229.432,127.737,226.898,187.713,115.265,148.174,181.482,139.51,190.716,103.148,149.473,116.717,103.739,94.4657,100.797,67.5865,103.792,77.1592,70.0138,76.025,86.1219,68.6771,60.6846,48.772,52.7308,45.6492,41.0392,48.5286,39.1287,37.2961,34.0797,40.8203,39.7688,33.7137,32.9438,29.9098,32.2555,27.6003,27.6344,25.1702,24.3251,27.0574,25.4651,27.7287,27.3856,24.0391,25.9052,27.7921,28.8319,31.3854,29.232,28.3687,26.3859,26.4501,24.4381,23.6815,22.8876,22.7109,
588.203,748.18,689.235,726.241,461.272,323.899,556.963,646.061,330.209,230.157,262.662,293.321,188.889,325.203,403.191,202.353,199.403,203.266,206.545,215.882,236.568,353.777,685.383,412.052,378.141,197.896,286.466,158.483,205.116,119.433,217.649,166.087,138.728,200.686,105.938,165.218,125.758,130.032,136.415,100.6,113.718,89.3051,90.0302,72.723,70.3578,94.0798,70.3584,67.798,86.1091,69.7044,65.0928,60.6017,54.2597,45.4523,49.4556,47.9016,45.3905,39.7474,35.9035,31.5318,37.0426,35.2458,29.2197,26.0929,29.265,27.3073,27.0179,26.8859,26.3951,27.216,28.2221,25.7226,26.5453,25.2128,29.1691,25.793,28.3755,29.9241,26.0873,26.8515,25.1032,25.0802,25.4885,24.1563,22.32,22.2569,
451.959,342.95,997.974,704.138,323.269,606.867,1077.18,704.372,342.667,423.492,437.638,398.279,427.733,330.622,506.716,282.786,239.486,186.936,250.466,221.432,207.903,304.492,411.549,343.074,261.001,163.042,220.64,122.616,117.698,136.224,198.039,143.902,132.984,170.243,147.768,111.021,142.122,110.775,120.752,86.9213,92.6638,87.3367,80.9495,78.5469,67.0822,76.9971,59.1441,69.1218,61.6806,58.8158,57.1154,49.7216,37.8622,42.0641,47.0915,44.3182,39.8795,38.9651,34.4168,36.7057,29.359,30.3705,28.0649,28.5377,28.0395,28.9131,22.8618,23.3128,24.3582,27.1533,26.167,27.8186,28.1344,27.7225,27.7349,25.9875,28.8145,27.3273,24.6199,24.536,23.9275,22.5419,23.9783,23.3523,22.2304,21.3751,
442.05,560.497,810.123,705.262,793.078,822.578,1033.84,605.887,194.066,264.046,327.744,527.237,360.774,375.74,494.745,219.504,276.727,268.21,342.242,299.591,270.922,381.95,317.121,379.974,164.428,219.083,185.396,135.641,138.336,139.206,234.023,141.428,177.208,161.622,112.193,135.695,140.876,94.6411,118.213,70.3801,86.0636,87.2729,81.1423,63.7484,80.1687,69.5367,60.8422,65.3001,72.0408,65.3568,52.0087,41.9293,46.6694,42.1425,47.5445,37.9143,34.6846,32.8652,34.0965,27.8374,35.7417,32.9137,27.3613,26.4139,25.1583,25.0018,22.8234,25.4875,23.1089,25.1815,26.9581,25.8075,24.5569,26.3,27.8097,27.7976,28.9931,27.5879,23.8308,24.0019,21.9028,23.6806,21.4132,22.0044,20.6684,23.4684,
488.505,346.082,586.69,614.81,991.793,1400.8,1288.53,777.529,282.645,253.148,350.688,273.155,314.966,353.346,368.876,95.3492,165.345,269.992,206.99,222.64,235.206,292.762,240.413,208.595,255.354,200.309,207.647,134.772,140.452,115.574,186.536,179.921,110.68,201.964,115.852,128.566,125.213,119.076,119.598,88.9241,72.5414,89.3779,92.8242,71.957,75.5949,65.7969,64.395,61.9841,62.2855,60.9217,61.9033,39.9886,47.1301,49.9305,42.6626,35.8217,39.4498,36.4145,33.6357,30.1255,33.5815,31.9684,26.3448,26.3154,26.9773,26.5342,23.6438,23.6148,22.3202,26.2203,26.3508,24.4163,25.8246,25.111,23.7664,24.3534,25.848,25.7621,23.8376,22.546,21.5965,18.7349,21.2759,20.2196,22.4511,22.4088,
295.789,468.238,656.851,456.917,560.566,552.748,906.911,1060.54,235.322,448.63,197.169,208.36,221.798,284.852,367.959,179.292,168.045,262.601,296.93,263.882,240.544,337.499,333.285,285.154,238.433,194.238,281.374,131.369,125.939,128.791,223.683,158.051,117.244,165.157,117.476,99.5133,118.714,91.053,107.553,139.297,99.4013,96.1605,98.5027,82.6576,93.1133,78.8413,72.0939,75.161,72.8438,64.8052,50.9196,55.9099,44.6184,45.6912,49.9054,48.756,39.7678,38.4139,34.5558,31.5977,32.945,34.9274,29.7997,32.5779,28.5123,34.1765,30.0651,27.4447,27.2509,26.8396,28.7164,27.1682,30.1923,31.1639,29.4478,30.5409,30.8336,34.0741,29.3273,29.1507,24.985,25.0511,25.5055,25.9099,24.1502,24.6746,
673.112,663.781,953.955,381.123,409.693,459.042,968.041,863.362,391.826,248.988,242.914,272.249,294.741,384.738,508.165,277.373,175.649,189.117,174.269,178.902,187.849,241.945,298.212,262.691,174.88,182.23,239.956,116.685,146.706,112.034,202.67,164.477,89.7483,147.21,107.378,120.697,133.193,86.5073,115.268,124.487,89.3043,82.5261,113.954,78.799,81.8412,70.8644,63.3438,59.9877,66.2051,59.1135,52.8355,49.2466,40.2985,41.7668,37.1153,39.353,35.8815,36.5004,34.832,32.8568,32.4713,33.1803,32.0138,26.8806,25.4553,30.1569,27.3473,23.8725,26.0893,29.4563,26.9567,27.5642,28.2892,29.6413,29.2197,32.9303,33.3053,33.9745,31.4471,30.2151,26.0532,26.527,23.4247,26.3719,24.9757,24.7327,
322.604,606.155,835.902,481.807,298.532,428.88,671.626,981.674,417.092,444.99,203.401,201.18,317.945,209.253,423.161,299.075,255.005,164.05,219.965,186.701,159.576,284.034,385.822,272.366,164.561,171.838,272.909,116.952,140.181,143.047,177.327,112.626,118.604,195.892,115.017,84.5435,91.5702,83.4329,78.9729,92.363,105.963,80.0967,103.37,79.4425,90.0218,83.0906,63.5262,70.2701,68.3645,71.3829,52.8725,48.0996,48.6599,44.2938,45.2069,41.4112,42.698,38.0967,34.7319,30.7067,32.3716,31.9294,32.4686,32.5599,30.324,32.1339,28.2568,26.0971,27.1985,27.1845,26.3636,29.8062,27.7344,27.0818,28.355,35.7489,37.1876,36.0977,32.5996,28.5151,28.243,27.9268,27.9962,22.9828,24.7259,24.0531,
513.808,365.283,1029.59,426.514,286.782,406.754,857.236,839.337,307.882,203.247,157.116,274.54,271.488,225.295,527.529,238.651,245.886,103.532,221.547,164.074,120.222,247.803,315.87,263.341,187.293,143.652,267.519,164.335,129.612,137.474,211.465,151.929,126.525,185.668,111.171,92.8594,121.99,105.596,104.794,92.1247,75.2077,70.8959,75.9111,70.4984,75.0107,78.1095,62.1126,61.7712,67.3315,50.8608,57.3223,48.0692,47.9409,41.212,40.4466,43.3596,37.3196,38.403,33.4563,32.8121,35.5879,31.2183,31.9582,29.2088,30.7881,31.4134,27.035,30.4176,30.9359,29.0247,30.3285,29.8716,29.6079,31.0879,28.2566,31.6049,31.1935,31.4144,28.7979,26.7873,27.708,25.4035,26.4524,24.1448,24.2909,23.4322,
456.603,470.167,917.738,270.248,659.149,565.168,1124.92,853.567,230.972,153.861,238.968,220.122,273.468,195.876,405.826,230.536,210.303,235.615,188.102,215.246,252.63,287.659,311.671,242.958,200.857,190.943,254.704,115.868,129.691,87.9522,214.124,117.917,133.714,150.987,121.473,82.4564,125.373,90.0887,107.267,104.883,102.771,89.5326,80.848,68.2441,73.5216,74.9283,42.7938,66.5142,61.3456,53.2023,44.9997,51.6015,41.2,43.2327,37.2542,39.0973,38.2919,35.3938,31.1274,37.0732,31.8812,28.7806,32.7292,29.1542,28.958,30.2325,36.3305,34.9198,31.6761,29.1788,29.5588,30.4589,32.3753,32.1709,32.208,35.1267,36.8911,34.6695,33.6672,30.4402,28.4261,26.2703,25.9949,25.5624,25.7094,25.5468,
382.158,297.861,871.476,504.554,223.686,478.303,1057.71,747.793,251.938,128.896,228.635,231.643,206.177,217.055,520.368,104.953,170.942,156.816,145.406,155.746,159.049,230.337,355.205,305.553,275.824,196.887,222.289,164.784,179.981,102.782,227.093,141.446,78.5184,146.015,122.721,112.638,107.273,84.3403,95.9448,91.8613,106.663,65.9131,64.9077,66.376,74.0037,67.2342,60.7868,57.7619,71.7799,56.8141,51.4992,45.1298,38.5556,41.7011,44.0543,38.1865,36.8553,33.7291,32.4411,33.2316,30.9694,32.0946,29.9511,31.3103,31.2647,31.6176,25.8669,28.2047,27.0756,27.8363,27.767,29.8186,31.4008,29.5656,30.2507,31.5323,32.9641,31.5958,28.521,26.1343,26.2503,25.7873,25.1749,23.8512,26.0715,24.2896,
405.762,380.548,1138.01,803.629,342.219,480.644,661.452,852.578,221.459,155.096,267.243,253.071,170.753,164.54,500.114,209.666,247.636,165.427,218.588,192.674,170.807,244.985,364.664,244.64,172.216,131.581,264.583,149.456,113.942,95.7498,256.05,163.037,138.807,150.398,160.322,148.541,141.928,96.9356,101.488,68.1933,99.2339,65.8052,77.2724,72.1896,75.6048,64.3931,55.1285,66.6705,79.1607,53.2778,50.2108,40.0035,49.2703,39.5898,46.0266,46.6217,44.5098,37.9383,34.0028,35.7554,33.6731,30.5027,32.4947,29.9574,31.0584,29.2649,30.2472,25.3542,31.603,29.4855,29.9824,30.3261,33.9044,29.8073,31.0656,32.8228,34.7142,33.7918,33.4705,30.4403,28.9764,27.954,25.8729,24.5521,24.2305,25.1006,
571.203,212.983,782.237,688.606,209.459,342.956,349.73,961.6,298.332,282.147,194.538,224.473,159.943,227.393,449.033,283.699,220.986,198.608,156.364,170.322,181.371,242.699,255.339,173.51,203.38,182.227,234.957,149.112,154.399,143.689,243.225,107.035,169.784,132.71,129.342,96.8032,99.6292,73.579,100.876,99.0083,78.0632,78.5803,84.844,65.4899,84.9646,66.4561,73.7507,63.0422,70.7852,63.8271,54.3714,47.8179,47.5951,34.6916,41.6192,41.9182,42.0317,36.108,34.1574,30.6886,37.6547,33.5199,28.464,34.7263,33.6543,30.4109,26.7049,26.1459,28.9031,26.7899,29.5574,29.6873,31.9095,29.4889,32.6805,34.2443,34.89,33.2179,29.0668,30.131,29.0175,26.7503,27.7609,26.3259,26.3345,24.7535,
314.702,193.408,929.557,673.944,532.919,831.842,1086.56,852.254,286.247,257.01,178.986,260.297,275.229,223.726,475.942,184.334,224.88,231.489,110.971,156.346,200.88,194.762,206.944,252.576,169.282,199.78,208.351,108.772,102.711,145.89,210.54,149.931,130.301,169.456,102.929,110.353,112.703,88.5023,87.6386,95.3391,83.4251,76.4359,78.9836,57.8253,74.778,72.9484,45.3839,57.4522,62.233,53.7754,53.9845,51.9044,42.8378,40.1759,40.8807,44.7667,38.6984,36.163,35.9385,34.8806,35.7519,36.5016,33.7185,30.314,29.6491,30.6521,30.665,30.3584,31.285,32.428,33.3903,31.6279,30.1921,29.6482,32.7159,32.8167,39.6926,39.7301,34.055,31.4298,31.6913,27.1604,26.4786,28.4135,26.1772,26.6208,
428.982,595.564,1011.67,688.004,599.717,746.481,621.568,730.448,305.186,167.447,198.19,258.237,197.399,207.755,357.526,202.907,212.825,342.472,229.839,277.695,323.375,226.861,158.958,177.133,156.962,187.288,234.853,161.669,127.898,123.856,210.009,116.93,122.619,151.398,111.416,121.444,103.238,80.3261,111.558,88.1151,76.801,71.4019,63.4397,56.4327,80.4499,62.5123,42.7595,56.4819,66.3011,56.8352,49.3381,35.5889,40.3382,35.2494,42.0923,39.8929,41.7841,32.0877,32.0199,31.5989,32.1855,35.3919,33.5657,34.8589,30.4754,29.0641,29.1331,31.5558,30.749,31.9044,32.6419,37.2243,33.9153,31.3185,32.7846,34.1462,40.193,41.5275,36.1806,30.8602,29.9489,28.4463,29.3279,27.6806,27.73,27.1846,
551.683,469.508,1120.05,789.91,484.014,670.953,504.022,746.244,419.047,151.486,163.518,118.647,83.3103,156.796,480.388,182.227,186.427,443.086,192.637,295.225,384.772,221.05,236.717,119.853,185.643,161.81,236.734,153.462,142.78,169.222,252.478,116.823,110.268,162.055,112.912,108.498,124.579,108.743,115.486,84.0623,72.3976,99.8305,86.6547,55.498,88.2319,61.7644,58.0793,68.9487,62.3266,57.7149,47.0667,47.0627,48.582,44.1623,37.7437,45.1206,40.5762,33.2812,34.1266,29.8456,33.8981,31.5561,32.1275,29.8298,30.4259,32.1931,30.0018,29.0643,28.0358,29.9751,29.0404,30.4682,29.7856,30.584,29.2825,33.7246,35.3981,32.9089,29.9497,28.8539,28.3557,26.9083,26.2659,25.1762,25.4159,25.6313,
593.696,289.422,1111.68,412.511,248.411,444.621,885.492,643.054,264.666,310.723,147.863,175.753,210.398,159.531,559.683,192.815,165.881,182.336,177.984,171.588,163.09,176.287,221.181,197.713,215.358,153.768,265.702,148.069,140.029,103.524,203.126,122.076,123.566,160.784,135.139,95.3927,140.727,88.7526,79.481,52.0606,84.5152,93.4889,74.5905,63.7691,87.0148,65.9016,47.1101,62.8798,61.9684,58.5638,46.5065,43.9936,42.6113,37.4182,42.9314,36.3472,35.9839,33.7326,28.3766,30.6125,31.4498,32.6666,31.846,30.2283,27.5232,28.7726,25.7056,28.5324,25.23,25.2974,25.7501,29.6624,28.1707,28.6145,31.2709,29.8217,32.3721,32.0787,30.1839,28.4224,26.2866,26.219,26.0069,26.7266,25.2449,24.4271,
634.14,427.89,1252,523.994,439.352,265.945,484.629,1140.74,470.856,315.256,171.506,202.056,297.36,222.572,434.715,194.497,257.081,251.394,172.546,203.288,237.682,233.341,143.95,203.734,157.891,172.251,229.533,161.717,109.447,143.295,223.794,126.807,133.843,123.835,110.785,129.477,106.37,87.1378,102.73,80.1984,70.2519,84.855,83.2841,78.5014,78.5617,65.3358,54.3038,65.2059,69.2358,55.0747,53.213,42.0769,43.1944,43.3054,41.4032,39.2916,41.8189,35.5149,36.4388,32.6867,36.3876,35.7479,30.3633,29.4458,28.1449,32.5803,30.3452,24.2926,28.9651,28.1342,29.2383,30.4489,27.4116,29.7612,30.8569,34.8352,30.7096,32.634,27.9776,26.2479,27.4599,24.432,25.7486,24.1136,27.9416,25.7897,
562.131,432.863,861.981,383.11,467.507,635.288,1193.33,943.028,198.066,278.896,248.802,157.938,207.151,248.037,434.02,209.894,185.197,212.695,358.145,281.06,195.612,213.094,217.55,291.826,186.986,143.689,241.435,161.855,97.8654,115.988,197.054,106.937,82.9106,146.101,99.5392,110.73,94.7441,84.3875,89.1342,73.2691,77.4635,68.0388,71.4211,49.6539,92.3052,53.0342,50.8439,53.5992,67.0657,54.0048,49.3636,41.8678,47.3089,39.9114,42.5618,42.0003,37.0092,34.36,38.8677,32.2255,35.5794,31.4679,29.9476,28.7927,30.5203,30.2588,27.0474,31.3631,29.4681,30.7343,29.8724,27.1952,31.1477,30.7488,30.6427,31.9626,35.4264,32.4966,31.2029,29.3225,27.8223,26.903,25.9194,25.466,25.2228,28.6247,
404.763,314.365,796.932,558.773,448.901,440.139,1147.5,912.257,332.568,271.995,386.303,172.735,133.1,263.139,515.711,231.009,171.518,231.617,130.983,188.741,240.611,221.794,211.462,189.357,168.516,124.898,226.654,149.274,124.121,114.014,264.779,126.262,129.848,161.809,74.3707,95.3684,125.906,92.2945,100.704,84.1014,93.6344,87.5994,75.9342,55.4168,78.9806,73.4184,47.5834,72.0836,57.3593,55.0546,50.8162,44.3167,41.6624,41.5384,36.7351,53.6696,41.5278,40.0682,38.977,29.3508,33.5597,33.0107,32.8744,28.4694,31.5695,31.5589,26.2173,28.8455,31.1816,31.9859,28.5925,31.7601,34.048,31.3391,29.8702,32.7548,32.4691,36.7635,33.0185,29.1997,28.5301,28.3927,27.3396,26.3083,27.6291,26.8932,
284.714,275.553,1187.54,549.717,394.629,348.254,1341.56,916.447,252.372,211.628,182.932,161.628,225.209,268.746,417.485,229.893,215.121,193.649,215.055,214.602,216.348,252.35,203.642,225.72,146.162,171.937,233.869,108.392,101.658,121.977,185.285,111.536,109.538,158.698,121.613,84.2872,93.341,72.533,81.4862,83.7409,60.4293,66.6846,67.4932,54.0143,81.1843,53.4995,48.6434,58.7644,48.093,55.7865,48.0262,44.1227,42.0754,33.399,37.0032,41.5673,38.3522,33.1723,33.6649,30.9789,33.7164,32.2504,27.5447,27.3219,30.6297,28.143,29.1982,27.236,28.8309,25.3818,27.0988,26.6711,29.9109,30.3963,31.6941,32.4528,29.3594,29.8633,31.0176,30.0436,24.1915,24.1884,25.3553,24.1136,23.2609,22.4817,
319.105,179.205,701.828,660.107,690.003,419.664,556.134,1173.26,256.924,274.503,157.228,164.189,205.209,301.731,422.839,206.493,167.114,230.01,252.211,226.415,175.558,225.847,335.265,322.978,240.399,154.878,274.688,119.158,128.903,140.682,224.858,148.009,160.161,172.811,83.593,119.532,163.619,108.93,129.873,87.9019,68.0975,61.3092,73.6108,61.6756,81.448,68.2194,57.3185,56.4777,65.7106,65.5891,47.9461,44.9731,40.9098,38.2252,45.8627,37.8302,42.4175,32.0016,32.6877,32.7631,36.3656,33.225,35.7115,34.0392,31.931,33.6226,30.0237,28.4624,23.767,28.178,27.0593,27.479,29.4788,34.7618,28.7894,30.8673,34.4736,31.819,32.6579,28.6288,27.0769,25.5407,29.0605,25.0646,25.5007,25.2237,
350.485,412.375,1104.98,568.45,215.464,759.057,774.579,990.28,287.573,281.906,213.194,262.31,222.864,247.415,475.234,209.427,155.465,192.388,154.439,172.235,184.676,226.149,209.922,189.873,188.027,136.683,211.152,163.316,149.636,127.96,236.333,127.769,99.8064,169.439,112.178,111.226,133.105,104.958,72.8317,84.2717,81.3017,65.7434,90.4405,77.5875,78.067,88.0977,52.8354,58.7899,71.9368,70.792,50.4218,44.8135,39.0791,40.5137,41.3036,46.2683,39.1718,36.4403,34.8206,36.8835,36.0918,36.1778,35.2657,35.4081,30.7981,32.6539,28.2624,28.186,28.9952,30.8918,29.2224,28.0073,32.731,29.6631,29.9596,32.6246,33.6431,34.2595,31.7391,27.2717,29.0325,28.9465,26.916,24.638,27.1943,24.6449,
688.922,330.905,954.781,612.398,449.762,614.756,741.223,1157.41,410.95,158.008,298.544,186.798,287.226,244.532,426.217,125.008,281.314,163.039,150.46,158.027,168.729,208.576,228.36,157.207,169.207,208.178,254.506,138.462,118.48,115.818,212.718,160.265,101.049,177.288,103.104,75.3031,122.889,79.4515,100.76,89.4813,81.9724,76.0074,61.2045,57.92,70.3615,70.8781,58.772,51.0611,60.9623,44.4179,44.7682,45.0027,33.0441,39.6355,40.7348,37.5307,32.457,39.3809,33.8577,31.2222,38.4603,34.6547,31.4255,29.1966,31.78,32.0236,30.9049,28.7089,30.0078,30.8849,28.5267,32.6567,33.2388,29.3652,32.0306,35.2047,38.4273,39.3463,30.3456,27.4154,28.385,27.0756,27.143,27.2644,27.2423,27.1891,
478.995,275.296,727.419,491.279,530.194,444.441,901.075,1054.72,224.92,294.907,237.562,239.797,354.749,196.641,363.192,184.462,164.021,240.356,214.715,220.576,207.501,246.811,227.361,310.384,198.256,147.267,225.358,150.614,111.457,142.999,259.57,133.81,116.988,160.221,133.27,119.978,124.7,85.0267,110.949,87.4159,90.7416,63.7425,61.7984,64.4074,80.4243,63.7299,58.9369,52.457,57.6059,60.5442,49.4671,50.1429,47.6087,46.4377,44.9583,44.1368,37.6729,39.3519,36.3159,32.2358,38.5914,32.5553,33.1335,29.6478,32.0299,29.4451,27.5793,27.3399,28.1559,28.6665,29.3506,31.434,28.0255,30.2448,31.0531,32.0178,33.6158,33.418,30.378,28.3809,28.3511,26.9958,26.4122,26.2701,26.8602,26.3059,
224.607,436.684,1006.1,802.107,567.45,545.444,967.997,1147.26,477.254,201.654,208.525,243.8,146.617,275.912,503.609,91.2327,161.298,116.013,192.169,152.882,110.219,234.083,194.439,102.266,186.556,156.1,226.017,111.917,124.199,95.0965,279.506,162.86,129.43,131.068,106.325,122.913,155.738,114.014,119.865,73.8412,80.3137,103.086,75.2772,77.7869,91.2184,62.0048,57.1649,66.054,73.0789,57.6812,51.741,44.4534,49.1238,45.8893,38.4364,43.533,45.2163,37.7633,37.5985,31.2804,36.1448,32.0987,33.0194,31.6454,32.23,30.4172,29.871,31.8703,33.1411,30.1892,34.0492,33.3869,31.144,32.2414,32.8168,34.2842,35.398,31.3946,32.2733,28.3229,27.8024,29.6909,26.7493,26.563,24.6983,27.0994,
332.534,393.302,553.839,496.392,278.971,355.605,1009.86,534.642,263.768,285.166,200.217,413.466,217.639,136.238,459.398,215.693,178.895,199.769,234.592,215.185,194.517,275.98,260.671,236.082,161.187,227.832,218.218,159.312,107.779,124.289,260.392,168.921,117.616,148.968,107.414,118.197,132.609,105.056,110.591,76.5836,85.8071,81.3245,62.3454,68.299,70.6629,73.923,52.1379,71.2092,73.3885,59.2174,53.8742,48.0831,51.2748,42.4067,41.4141,38.0218,37.7488,33.3841,34.3843,30.7077,33.0401,30.4835,29.1237,28.9511,27.941,32.0534,31.3311,27.1951,28.6812,27.8198,28.1534,28.7636,30.205,33.8017,28.658,34.0682,36.5072,37.998,29.9274,27.8392,26.9727,27.8359,28.0675,26.4631,27.5911,25.482,
282.209,373.637,783.922,441.39,644.794,588.28,836.564,927.671,445.411,211.015,109.144,143.356,162.119,153.388,466.636,253.059,145.612,115.594,236.287,182.124,140.292,275.117,271.16,304.084,234.645,198.947,227.459,134.528,145.676,156.345,272.754,155.52,107.883,207.562,81.5596,147.946,102.515,131.407,102.324,89.8245,97.6971,56.9388,83.3975,74.3722,84.0151,68.0886,64.248,56.9312,67.2862,66.7707,62.0694,50.1822,55.8862,45.2959,39.8978,41.7722,39.7901,37.0572,34.3734,31.3614,35.8217,33.5684,29.372,32.9867,27.6074,30.8168,32.115,28.304,27.7192,30.6688,28.4666,33.0644,31.5703,29.2164,31.9149,34.5175,36.3082,36.6934,31.8613,31.8729,28.5353,26.1786,27.5158,25.9964,26.5121,25.9744,
426.882,501.96,960.086,664.908,355.608,409.859,958.249,648.462,320.836,242.478,244.872,238.264,250.009,198.27,400.049,124.012,185.591,187.997,286.178,229.802,186.517,232.526,254.616,230.087,242.316,160.419,221.216,122.252,189.202,119.673,248.758,121.747,158.86,172.205,85.7961,98.7494,115.526,93.365,115.087,86.2245,69.9828,85.8292,86.7924,67.6483,90.3465,81.2669,63.1579,69.0682,67.823,56.5152,57.2116,44.8782,46.5173,50.0644,42.4254,45.6947,42.0344,42.759,36.542,43.973,36.9825,33.7737,31.0753,28.3654,32.0417,30.6707,30.3225,30.1809,31.1752,30.5581,30.2135,32.2066,28.5637,28.6944,31.7558,32.6747,35.2472,33.4393,31.6804,28.2846,32.0018,27.2339,25.8606,25.8488,25.5903,25.889,
